,sid,text,A,A_stdzd,B,B_stdzd,C,C_stdzd,D,D_stdzd,E,E_stdzd,stdzd_avg
25,488083275416469505,RT @shirleybeegee: .@lillaweinberger explaining mechanics & strategies of 1:1s to NorCal #OFAFellows. Connect & Ask! #OFAction @OFA_CA http…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
27,487031830487781378,"@JacobWhitesides when you say stay strong even when it's not to me, it makes me smile",,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,3.0,1.9503062880012003,0.9024893470762816
29,491609040917516288,"@PunchyBlue Broll was there when he was for sure, just wondering if he was signed by Dubas. either way still all makes sense.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
31,489662250488045568,"So if I ever come off especially ornerny, pretty good chance I came back from a twelve-hour day.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
33,492573328184311809,@LannaGames have no idea what you talking about girl lol,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-1.0,-0.8858153135516845,-0.8267406072028808
37,492340707873792000,Long Way Home: Soldier Adjusts to Life After Kandahar http://t.co/oK863hrABh (photos by @reuterspictures) http://t.co/Ee0z1A5Anp,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
38,484562220097871874,"#5: Los Angeles, Portrait of a City: Los Angeles, Portrait of a City David L Ulin (Author), Kevin Starr (Author),... http://t.co/ZIqtTCff8Y",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
39,484209676255391744,@Kaepernick7 @Nickelback I'm listening to Shakin' Hands by Nickelback - http://t.co/Ch9wcFYJKU,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
40,490201247912173569,@xtaylormadisonx @BradleyCordaro @sonjimmons more like Fuzz off.,,,,,-1.0,-1.7661127884606909,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.6465003306378032
41,484088603484487680,Tim Howard though! #USA #SaveOnSaves,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
42,484507140493955073,"Well since everyone has told me to eat & now I am safe back at home, I am going to listen to my friends. My dogs... http://t.co/oCnFGqGTpj",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
43,484414526096687104,@JoyRecruitRite @1SeaStar1 I want to smooch them both 👄👄👄,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
45,483784407400980480,RT @Wale: Why do u need my attention RT @basedamERICan: @Wale Ayee b shoot me a follow I won't assemble a army to slander you for the next …,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-1.0,-0.8858153135516845,-0.8267406072028808
46,487519019873079296,@camerondallas Love you so much cam 😘❤️ you're my life💋 #pleasefollow (:,,,,,2.0,3.4419524461874795,3.0,2.354964970995346,3.0,1.9503062880012003,2.5824079017280095
47,485596887786225664,@EAOtto I got time. I got...most of plot. Most of one. #makingitupasIgoalong,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
48,494573054890999809,Seriously though Jeff how many main characters can you even kill off? #TeenWolf,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-1.0,-0.8858153135516845,-0.8267406072028808
49,494044102804406272,"RT @CassidyJonesAdv: ""Just finished reading all three books about Cassidy Jones..I couldn't stop until I had finished every single line"" ht…",,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,1.0,0.5322454872247582,0.9523731382140458
51,490306403337117696,Tots as Props In Gun Control Effort @DanJoseph78 gives the smack down!! http://t.co/GZOqpFqB0V,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
52,485823350858465281,@LaurenDramaGirl and I are the same person. We both freak out and think we failed if we didn't know every little detail on a test.. 📚📝,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
53,486900578140684288,"“@mashable: Seinfeld emoji are real, and they're spectacular http://t.co/xaLQsFhtwK http://t.co/5CYiUtG6sd” @MrJMarkus",,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,0.0,-0.17678491316346318,0.7160296714179721
54,494359304732811265,“@Jay3_Flacco: I hate when people waste my time 💯”,,,,,-1.0,-1.7661127884606909,-1.0,-0.7804593773841231,-1.0,-0.8858153135516845,-1.1441291597988328
55,485822247735922688,RT @Ellen_Meagan: @AkGlacialMud Seriously obsessed. Best facial product ever. http://t.co/sWblxSB3fJ,,,,,1.0,1.7059307013047562,2.0,1.5711088839004794,2.0,1.2412758876129792,1.5061051576060718
56,488229077812129793,Drama all the fucken time.,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
57,486015395443138560,@nadynefisher you still have the same number?! I DMed you mine!,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
58,494933442065223681,They said they would call me back for a second interview,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
59,492757936272203776,Might go camping tomorrow,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
60,487689115685900288,with was we was your can and not for not you it was at its of of have when out was and its so u this was just so are but it be I when,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
61,485665460478681088,RT @_eleganttouch_: I'm hungry but don't wanna fix any food,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
64,490353232741277696,RT @felberjosh: 6 Key Factors in Scoring a $1Billion #Valuation for Your #Startup http://t.co/c8pL8f26r7 #business #venturecapital #investm…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
65,485459239134314496,RT @sfwxshogu: Register your .com domains at 1&1 for 1 dollar only! #1dollarcom Until 31 of October. http://t.co/qb53xyEB,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
67,494008837096370177,Are there any scary movies out right now?,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
68,484018134987599872,Photoset: teamfreekickass: For Max- here are all the gifs I have of me acting psychotic. Proof that I want... http://t.co/05Jz6dXUo8,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
70,484772107272744960,I'm such a Wild Waves junkie. Going again! Every week since the beginning of June 😂,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
71,483958538113265665,@99Footy Argentina 3-1 Swiss #99Quiz,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
72,494736423023820800,http://t.co/vCcP4PPrp0 Jewish Medical Resistance in the Holocaust  Jewish Medical Resistance in the HolocaustMi... http://t.co/jWsOYn8p6M,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
74,485469049615159297,RT @LEXcann: New song dropping on Wednesday! #LEXonTheBeach & this one is tuff,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
75,494632957919776770,Performing tonight at Nick's Gaslight in Detroit! Come out! | #detroit #music #electronic #genremix… http://t.co/mU0LfVgc6v,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
77,487256821342543874,#Boulder #Jobs Test and Turn Up Technician: Contingent Network Services is looking for skilled technicians in ... http://t.co/fWC05CTGJk,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
78,494520584143769601,RT @extremeterrain: RT if you like Forum Member Ringer's JK on 37's! Roll Cage http://t.co/MR2ml7GhNP http://t.co/5XdatpfuT2,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
80,491104147370811396,Make sure to tell your love ones you love then cause you'll never know when they'll be gone.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
81,489522315948867585,My knees and hips are so messed up now that I don't know how I even walk anymore,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
82,492935296581779456,#8: Munchkin Twisty Figure 8 Teether: Munchkin Twisty Figure 8 Teether by Munchkin (250) Buy new: $4.99 $3.99 54... http://t.co/dzYrjkaDtP,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
83,494006966457753600,RT @happysickmind: That's fucking right http://t.co/hR0vjM0fdd,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
84,492333099410149377,#1: Same Trailer Different Park: Same Trailer Different Park Kacey Musgraves | Format: MP3 Music 493 days in the... http://t.co/wcvIpdyWRK,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
85,492465656173199361,@CBS @CBSBigBrother ok time to make BIG moves in the house. I'm bored of the predictable evictions. #BB16,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
87,485141159895777280,🙌 #4thofJuly Lil' Wayne Ft. 2pac  : http://t.co/J0Ce3aOWNW #HipHopLovers,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
88,488057157464489985,Reduce solar heat passing through your windows & heating up your home! Ask us how Silhouette window shadings help reflect the sun's heat.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
89,493212212958212096,RT @epDannyEdge: @epPaulZimmer #paulthepenguin we r playing Xbox at 1 and if you aren't on I will order 12 pizzas to your house first thing…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
90,485766119559401472,1ct Round cut Solitaire three stones man made Diamond Engagement Ring MUST SEE - Full read by eBay: Price 11.5... http://t.co/Xp7Efeh9Pi,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
93,494966799360745472,"Granny Hannah With Small Tits Gets Herself Off In Kitchen : http://t.co/mFjGAU8UkW : #porn,#sex,#xxx,#movie,#teen,#video,#sexy,#pussy",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
95,484984901079273472,RT @MesinaSally: Trending Twelve Day of Xian Lim Day Four Get Energized and Ponds Men @Xianatics_Ako PH & Globies GOODAM & Goodnight😍 http:…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
96,493619198854066176,"RT @shessavieeh: things comes to a point when it's not that you don't care anymore, you just can't.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
97,484867183739408386,@SincereBethh 😂💯 lmaoo i love u tho,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,3.0,1.9503062880012003,0.9024893470762816
98,487422634754600960,@xBLACKHAMMERx @Ddbarnes2 very funny Thomas you be jelly bro!!!,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,-2.0,-1.5948457139399057,-0.279227986904087
99,494305592513556480,Sad but true. #sadtweet http://t.co/awNgaoVHPY,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
100,484106093740949504,I would not put it past elements of the GOP creating or aggravating the problem of these immigrant kids coming up from Central America.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
101,490438888805376001,thorumacidix (Dota 2) ~686 extra viewers of 850 total http://t.co/SXISJlsByy,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
102,489109449622040577,@putadeazealia I love em all! We can call the guys oranges?,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,1.0,0.5322454872247582,0.6910877758490902
103,492682120024694785,Hear Now ‘Lil Weegy Ft. Poochie Mane & G- Get It Started’ by Poochie Mane on #SoundCloud? https://t.co/FcbqszeErz,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
104,486195234603167745,Just keep it real with me & everything would flow so smooth,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,3.0,1.9503062880012003,0.6412039847113259
106,494247790805934081,RT @Victor_Claver: Un día más en la oficina / One more in the office  @MarcGasol #SomosEquipo #Spain2014 http://t.co/0Em7zb4Pjo,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
107,486795150115352576,Wish I had a 24 hour membership,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
108,492606328955621376,Zeeti is the ultimate hoodrat w/ a camera marketing firm,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
109,491301183169265665,was are get if and just when have and u of you,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
110,487819214619951104,"@levenrambin I don't have competence to get your follow, I'm not a good fan for you, but i love you and that's what matters most to me x37",,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,2.0,1.2412758876129792,1.1887166050101197
111,484179070423293954,RT @LivingLes: Half my tweets people think I'm subtweetn but in reality I'm tweetn random shit,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
112,489240886539087872,RT @wilw: Thanks for all the kind words about tonight’s #WilWProject! I’m so glad so many of you like it as much as we do!,,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,3.0,1.9503062880012003,1.4250600718061932
113,493511795294744576,RT @Antoine_Reese3: Nobody makes better Kool Aid than me,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,1.0,0.5322454872247582,-0.35405367361073314
114,493656838538539009,"Excited for junior year, but don't really want school to come",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
115,484926398939688960,I never know what I want,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
116,492872637903667201,"Cisco: I have a big butt, like I have a bigger butt than you",,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-1.0,-0.8858153135516845,-0.5654552448379251
117,486327099330793472,Segura drops one in and runners go station-to-station. Gonna be hard for Brewers to not score here.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
118,488245947286437888,RT @moondustwriter: I Am Not a “REAL” Photographer http://t.co/e36qr9j9HE #photography #arts,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
119,494565643556241409,Libations at The Library w/ @CharterOakBeer Company Owner P. Scott Vallely #Beer #DrinkLocal http://t.co/to4RQKtmpK http://t.co/sFmPGs975j,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
120,484531849146793984,"To believe in you was like believing in England, pointless",,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
121,489489025733242881,"RT @bostoncrusaders: ""You kind of walk by windows and see yourself and don't recognize yourself and feel like you can take on the world."" h…",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
123,485124000977129472,RT @Good_Therapy: Simply being aware of your thoughts can help lift #depression: http://t.co/PLoIVd9nNj #mindfulness,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
124,493982597538934784,so many artists telling me about their poor life choices,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
125,492508895256907776,@tjdyche my pleasure 🇺🇸,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,2.0,1.2412758876129792,0.927431242645164
126,494742248915881985,"RT @sssavie: I planned to go to bed at 9, n I'm still up",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
128,488176774845448192,RT @DemiDL_Lyrics: It's what I tried to say all along  You're my favorite song  You're my favorite song,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
129,488037351953027072,"I reached a new #TrueAchievement Milestone: 115,000 TrueAchievement Score - http://t.co/U5Ei292Zp2",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
130,491029241304084481,I need help thinking of a new Xbox gamertag.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
131,487208473629712384,Im a cross between excited and sickened at the thought of breakfast!,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
132,484366107029950464,"RT @timheidecker: can someone start a ""boycott Bubba Gump Shrimp Co."" petition? it's very existence goes against the word of God.  make it …",,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-1.0,-0.8858153135516845,-1.0880259695678365
134,494994481754959872,Can't wait to move out of this piece of shit apartment with fucking bitch ass neighbors.,,,,,-3.0,-5.238156278226136,-3.0,-2.348171551573858,-3.0,-2.3038761143281272,-3.296734648042707
136,491335983313723392,@SamSalesman absolutely #gutted - thought we had something. + I only like to have pretty friends too :'(,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
137,490742711591243777,RT @VersaceIVXIV: i wanna sit on a rooftop with  someone at 2am staring at the  stars and talking about all the problems we have going on.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
139,483991106904809472,@thatland2014 ya damn right its me!! Lol,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
141,494705053802840067,"#6: Learn Python, Think Python: Learn Python, Think Python Newton Saber (Author) Download: $2.99 (Visit the Hot... http://t.co/lvlgmS2XtQ",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
142,486533761081696256,RT @eifertallie: i wonder if your girlfriend knows what you do behind her back 😬,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
143,492334198317780993,Come and set me free. Forever yours ill be,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
144,490328465359396864,"@flashxbacks exactly, I'm not a bitch (usually) in social situations I just don't understand and have follow my friends' leads 😒",,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,1.0,0.5322454872247582,-0.35405367361073314
145,486771360044441600,Get Job Alerts by Email http://t.co/wDiSbs8qVG #Shawnee #KS,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
146,484362713833799680,"@ErioDan Hi Eric, your 2011 P3 uses a 1-1/8"" x 1-1/2"" integrated headset. Stop by your local Specialized dealer and they can help. Thanks!",,,,,1.0,1.7059307013047562,1.0,0.7872527968056119,2.0,1.2412758876129792,1.244819795241116
147,487785970570260480,♬ Prophets - I Got The Fever ♬ http://t.co/8OuEgoPHEH #nowplaying,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
148,484407454478774272,"http://t.co/Sqn9UORWTo #7: PB2 Powdered Peanut Butter,6.5 oz  PB2 Powdered Peanut Butter,6.5 ozby PB2(983)Buy n... http://t.co/6MJjLL4m6D",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
149,489499326973239296,@rustinscohle @theadmiraljn PLEASEPLEASEPLEASEPLEASEPLEASE joe thinks back on simon post sex w gordon..reflecting,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
151,483781228118949888,"RT @locatelarry: ""@NatGeoTravel: The 10 most breathtaking travel photos from this month http://t.co/Cow0R6W6O2 http://t.co/W4tPwMYY3S"" #tra…",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
152,491752913912344577,Nike Kobe 9 EM - Hyper Cobalt release on 07/25/2014 for $160 via http://t.co/vfXPMXi7ri #KoFapp http://t.co/6y847Jx4j0,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
153,484002217616109568,RT @dangitsjuju: Great things take time,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
154,492447104791756802,Hairspray from back in the day!  Check us out at http://t.co/kCbrsrPoZ2 http://t.co/1ZG7NNqA9M,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
155,485973234295128065,Getting more excited than I should that @anna_deters is FINALLY embracing Twitter. Welcome to the 21st century gfrannnn.,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,2.0,1.2412758876129792,0.14357515555029632
157,492987146567811072,"Mts 07 (with @rezakazzam, @Sauqina, and 4 others at Ayam Goreng Presiden) — https://t.co/Xqgj0EMzbX",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
158,488224107532926976,RT @Jaletha13: “@iAmThisGuy: “@ItsFancy_: still crying 😹😹😹😹💀 http://t.co/BWLI1pQup1”💀💀💀💀💀💀💀”   Well damn😟😂,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
160,484977623961845760,"I may not sleep tonight, eat Doritos, and sulk about how it ended and how I don't have a wonderful juicy hamburger. Sorry sidetracked",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
162,487136709075673089,RT @Baggfullofswagg: Sleepless summers,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
166,487365596430884864,RT @Muhammad80: @NJT_Commuter @SmileyChrissyM @NJTRANSIT due to the lack of execution by @PANYNJ #pabt a schedule is merely a formality.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
